time,row,column,value
702,2,4,69
323,2,1,0
118,1,3,203
155,6,6,4
350,3,3,114
664,4,1,12
16,3,5,213
580,1,6,54
561,7,7,0
121,2,7,24
134,1,2,28
50,6,2,0
573,4,0,0
335,6,4,26
406,4,5,417
40,7,2,0
117,1,2,50
374,0,0,7
375,7,2,0
510,0,6,9
561,3,7,0
249,5,6,0
282,7,2,0
296,4,0,0
175,5,2,0
420,4,2,0
164,6,2,0
175,2,4,4
316,0,3,32
569,5,5,94
389,4,5,53
349,3,2,10
25,4,6,23
657,1,3,0
648,1,5,153
76,7,6,0
213,1,0,0
349,4,2,0
508,7,3,9
23,1,6,46
394,3,7,0
154,4,1,4
641,6,6,30
428,3,4,101
319,7,2,0
695,3,4,119
353,6,6,6
400,1,2,96
261,4,5,116
402,7,0,0
480,4,4,100
408,4,2,0
409,0,5,426
634,4,7,0
92,3,0,0
321,2,6,0
622,4,4,92
690,1,3,0
448,3,4,13
224,1,1,0
656,6,5,31
642,1,0,0
537,5,2,0
215,4,2,0
47,1,6,54
102,3,1,0
475,0,7,151
366,2,5,17
514,0,3,0
91,0,0,10
449,1,2,66
328,1,5,109
728,5,1,163
655,2,2,0
645,4,1,19
682,2,1,12
651,2,1,0
584,4,7,0
217,2,3,42
33,0,1,14
12,6,6,0
292,0,4,30
177,5,4,0
8,0,7,38
399,6,3,41
719,1,4,22
93,4,6,107
558,5,3,0
311,1,3,79
82,7,3,0
660,2,4,71
618,2,3,57
308,1,1,6
701,3,3,190
7,6,5,41
127,5,5,4
506,6,6,0
393,0,4,0
508,6,2,0
722,5,3,14
659,4,5,51
199,3,3,0
486,7,7,0
548,7,4,15
99,1,1,0
129,2,0,0
321,6,0,0
709,6,3,13
273,2,4,0
731,2,3,222
139,3,2,13
57,4,0,0
514,1,7,0
612,2,3,28
482,4,7,22
259,5,4,17
110,6,4,4
56,7,7,0
654,5,2,0
401,5,6,41
115,6,6,20
678,0,4,12
478,4,2,0
233,1,5,29
187,6,3,4
552,0,7,293
700,6,0,0
276,5,6,0
286,2,2,29
397,7,7,7
369,0,2,0
125,1,7,0
61,6,4,608
616,5,2,0
55,2,3,6
170,3,0,0
531,7,1,0
351,1,4,102
146,2,7,7
462,4,4,13
213,0,5,109
103,1,3,0
80,2,2,6
655,6,7,0
231,5,4,0
485,5,4,14
241,6,4,0
507,7,0,0
636,3,1,0
31,3,2,0
578,3,4,132
501,3,5,493
718,1,6,225
653,3,2,12
424,7,3,0
65,2,0,0
651,0,1,20
355,5,3,17
285,3,1,0
210,3,0,8
228,6,7,5
269,0,2,0
191,1,0,7
514,6,0,0
49,2,3,15
313,6,4,6
172,2,7,24
551,5,4,31
187,3,1,19
4,1,3,0
466,5,4,0
557,1,1,0
92,3,5,256
418,7,2,0
465,1,6,0
437,0,0,8
603,6,5,11
317,6,1,6
370,5,2,0
97,0,0,17
444,6,1,0
226,0,7,0
635,2,1,0
693,3,6,247
547,7,3,15
328,6,2,0
447,0,5,25
580,4,0,0
313,4,5,51
544,4,2,0
400,0,4,71
224,5,4,0
294,7,0,0
136,0,1,4
160,2,2,293
449,7,5,0
419,7,5,0
102,7,6,23
731,7,4,59
231,2,4,21
141,2,7,48
661,2,6,447
160,2,1,4
94,7,1,0
371,4,4,7
463,7,6,0
667,5,1,20
305,1,5,68
723,7,3,14
428,3,1,7
154,4,7,329
320,3,1,0
318,0,2,10
148,6,5,0
323,6,0,0
495,7,1,0
100,4,3,6
26,7,2,0
291,3,6,0
153,6,0,0
632,1,1,0
720,4,7,222
168,7,6,0
296,0,7,9
145,3,6,37
604,6,7,46
427,6,0,0
547,6,6,25
29,0,2,0
681,5,1,0
167,7,1,0
361,5,1,7
332,0,7,97
67,2,3,147
115,4,3,50
667,7,6,12
300,0,3,79
57,7,4,3
383,7,7,7
462,2,3,27
627,4,6,67
627,0,6,60
645,7,0,0
2,2,3,0
255,6,3,0
151,0,1,0
455,3,3,73
575,4,2,0
210,2,6,149
132,5,4,13
133,4,7,170
511,4,1,15
654,6,2,0
145,3,0,0
219,7,1,0
173,3,4,7
572,2,5,242
670,1,4,122
283,7,5,9
713,6,2,0
468,0,0,13
309,5,0,0
328,6,5,32
632,5,5,0
346,2,0,0
395,0,7,11
311,2,3,58
101,2,6,0
311,7,5,30
647,7,2,0
639,7,1,0
12,2,2,30
552,2,7,135
656,1,4,0
251,3,1,0
450,7,4,13
588,6,6,0
510,4,1,0
12,0,5,331
426,1,4,39
93,2,4,89
283,5,7,18
516,6,1,0
577,1,5,247
627,1,1,37
646,3,0,0
108,2,6,4
134,2,4,170
28,4,3,14
502,7,6,95
382,4,6,568
298,4,2,0
314,4,0,0
95,7,6,19
31,3,6,6
564,3,1,0
575,1,3,393
711,4,6,0
162,3,5,581
451,0,1,20
106,6,2,0
334,6,0,0
593,1,6,132
345,0,4,0
516,2,0,0
350,1,0,0
557,1,4,16
288,5,5,34
71,6,1,0
345,4,4,0
341,0,7,21
616,5,3,0
82,1,4,111
441,0,7,13
648,7,1,0
316,1,5,46
308,1,3,30
148,3,4,0
297,6,4,0
311,2,7,64
636,3,5,11
453,5,6,45
399,0,6,96
512,6,6,0
320,5,6,0
151,2,7,4
640,4,2,0
390,7,4,0
496,6,6,14
684,1,2,41
274,2,6,9
337,4,5,91
524,6,7,15
457,4,3,61
633,3,3,19
405,3,6,440
392,0,5,0
598,3,7,115
599,1,6,149
379,1,4,153
578,4,1,34
0,3,0,0
548,2,0,0
219,2,3,8
573,4,6,619
513,4,4,0
330,7,7,103
598,7,3,0
243,2,6,17
525,6,0,0
192,2,6,12
245,0,2,5
20,7,2,0
163,5,0,0
270,4,3,18
199,1,5,0
241,4,6,5
528,6,0,0
544,0,2,80
562,4,2,0
699,3,4,99
673,4,3,173
25,5,1,0
515,5,6,0
296,6,3,0
676,0,3,107
432,3,3,111
631,1,1,0
499,2,3,95
395,4,4,11
20,4,5,268
35,6,2,0
26,6,3,3
233,3,0,0
639,7,6,11
142,6,1,0
278,1,1,0
112,4,5,20
690,3,3,0
41,0,3,129
528,0,7,209
118,3,0,0
650,0,6,114
351,4,0,0
40,0,1,18
310,6,7,9
243,3,6,44
145,4,3,69
347,3,6,0
519,3,7,129
699,7,0,0
232,1,3,68
106,7,7,0
250,5,1,5
30,0,7,3
224,5,3,0
324,5,2,0
590,6,5,44
307,0,3,74
403,5,6,53
123,2,4,17
128,3,4,11
707,4,0,0
189,3,0,4
78,1,7,4
61,1,6,175
492,3,5,0
334,4,4,83
518,7,0,0
700,3,6,2438
61,3,0,0
522,5,2,0
178,7,2,0
525,2,0,0
377,4,3,28
173,3,2,15
428,4,6,274
685,4,0,0
113,5,4,4
142,7,4,0
288,5,6,9
112,1,0,4
625,6,7,30
90,0,2,28
372,4,6,46
534,6,7,0
506,7,3,0
585,1,3,10
563,1,0,0
104,0,6,4
580,5,6,27
150,6,3,0
127,1,5,24
59,1,7,500
558,0,1,16
361,7,7,7
646,1,4,37
271,4,1,0
442,3,3,0
16,5,4,19
307,7,7,0
597,2,3,105
145,2,1,0
671,3,2,31
730,4,0,0
154,6,7,23
15,0,3,60
432,6,7,40
729,1,4,236
128,2,2,21
21,4,6,249
27,6,1,0
563,1,2,10
629,6,4,30
61,7,0,0
52,0,4,0
561,6,4,0
615,2,6,64
652,3,5,153
495,7,3,0
74,2,4,10
313,7,6,32
574,3,3,100
278,6,7,5
243,7,7,0
538,4,2,0
155,7,7,0
428,0,7,94
245,3,4,0
649,3,1,0
567,1,1,16
284,0,5,14
131,6,6,0
346,3,7,0
665,3,6,172
603,7,0,0
516,7,1,0
433,7,6,40
322,3,5,6
380,4,7,28
117,0,0,4
701,2,6,3216
127,4,3,0
8,7,5,3
504,0,2,38
350,1,3,114
262,2,4,67
212,4,2,0
665,6,5,63
614,5,6,36
63,6,3,12
428,7,1,0
90,5,2,0
478,0,7,138
60,3,6,49
399,0,3,60
247,3,3,0
4,3,5,0
40,0,7,353
544,4,3,31
478,7,4,21
718,6,5,13
616,1,4,64
253,2,5,72
363,6,7,17
275,0,0,0
465,6,7,0
269,5,4,9
126,5,2,0
128,1,0,0
427,0,5,101
509,1,7,38
427,2,2,24
344,3,7,0
68,4,3,169
568,3,1,10
361,6,7,0
43,0,1,6
368,7,1,0
93,6,2,4
129,6,1,0
445,2,5,20
298,3,6,89
650,5,0,0
368,7,0,0
502,1,1,0
42,5,2,25
730,3,3,59
67,2,5,1255
345,5,6,0
463,0,7,8
16,0,0,14
518,0,2,205
357,2,6,308
197,7,5,0
221,4,7,8
433,5,5,53
381,0,5,244
455,7,7,45
152,3,4,23
551,1,4,40
180,7,3,0
43,1,7,444
626,0,2,78
716,1,6,56
72,7,4,4
248,4,2,0
645,6,0,0
250,7,0,0
269,5,5,18
581,6,6,10
512,5,2,0
690,2,1,0
104,3,2,0
68,3,6,1712
226,7,2,0
193,6,1,0
265,6,4,0
4,6,6,0
420,2,2,19
567,5,6,32
519,4,6,38
651,7,3,12
667,2,3,408
272,6,5,14
255,3,4,27
637,5,0,0
143,1,5,74
5,3,4,0
712,4,3,13
121,1,5,59
445,6,3,0
284,5,6,41
638,1,2,37
293,1,4,9
502,1,5,334
224,3,5,5
628,1,6,37
597,0,6,149
642,2,2,78
451,1,3,152
581,7,0,0
483,4,7,8
82,1,0,6
532,7,2,0
47,7,3,0
300,0,2,15
81,4,5,63
244,7,4,5
80,3,1,0
452,7,3,0
49,0,7,12
532,0,5,49
677,0,2,33
37,2,5,172
87,1,2,22
518,7,5,0
194,6,7,33
474,6,1,0
709,1,4,22
95,7,2,0
522,1,6,214
731,5,1,23
377,7,4,0
705,1,2,56
662,6,0,0
715,1,1,13
316,5,7,20
166,1,5,535
601,2,2,110
74,0,6,10
603,6,3,11
186,6,5,4
24,6,7,18
727,0,2,458
85,0,7,218
536,0,5,0
491,4,3,0
104,4,4,0
456,2,1,48
622,4,5,167
172,6,6,4
283,3,0,0
210,5,6,247
172,0,7,24
402,5,3,11
585,7,3,0
19,7,1,0
86,3,4,91
120,6,5,4
7,0,1,0
472,6,4,8
592,5,0,0
120,0,5,17
10,0,3,642
610,2,6,18
730,4,7,82
678,5,7,0
558,0,0,0
650,6,0,0
221,3,1,0
473,5,0,0
710,4,2,0
410,3,5,700
1,7,4,0
676,5,4,12
325,2,4,83
197,7,1,0
337,1,5,81
584,6,0,0
655,0,4,12
465,5,3,0
573,2,4,126
523,7,7,9
255,6,0,0
389,1,3,37
459,4,6,21
719,1,7,212
274,4,5,9
692,7,7,0
639,4,1,37
360,7,6,0
303,0,7,79
548,5,5,80
150,6,4,0
371,7,0,0
313,4,3,87
552,4,4,68
26,2,7,20
113,1,4,29
98,3,1,4
72,4,5,38
201,5,7,8
414,2,3,0
459,1,6,82
520,0,6,243
546,5,1,9
280,5,0,0
284,5,1,0
360,7,7,68
152,1,5,55
126,5,4,0
365,0,5,39
554,6,0,0
373,1,5,148
144,1,2,11
212,1,1,5
397,1,7,48
218,1,2,16
217,1,1,5
216,0,6,47
434,3,4,86
590,6,2,0
209,0,5,61
238,6,7,0
39,0,7,154
604,4,5,121
540,5,2,9
118,7,4,13
141,5,0,0
300,0,4,19
565,3,2,10
89,5,3,41
197,6,7,5
332,7,0,0
93,2,5,117
354,3,1,6
688,0,5,235
54,0,4,0
550,6,4,25
673,7,6,41
527,2,2,23
612,6,2,0
125,7,6,0
137,4,2,0
726,3,7,1194
14,1,3,109
332,2,5,113
127,3,7,0
113,3,0,0
427,5,5,94
486,4,7,45
339,6,5,27
545,1,1,15
461,4,6,56
567,5,1,0
340,1,2,64
551,6,0,0
705,5,0,0
364,3,4,7
338,7,2,0
385,0,1,7
479,0,2,42
600,3,6,267
358,2,7,54
283,7,4,5
449,3,2,20
656,5,7,0
9,5,7,44
690,5,3,0
173,1,7,7
106,1,3,27
444,4,0,0
342,6,4,0
89,2,7,26
215,7,1,0
235,1,5,16
389,3,7,18
446,7,6,0
171,6,3,4
551,0,4,95
441,7,2,0
528,2,3,71
333,4,2,10
80,7,4,0
432,1,7,99
571,3,4,194
188,0,1,0
569,2,6,268
477,6,3,8
524,0,6,243
344,6,0,0
467,2,2,0
234,7,5,5
674,1,1,0
39,2,1,0
190,0,2,43
143,7,4,7
364,2,6,103
585,3,5,10
550,6,6,40
144,6,0,0
392,7,7,0
572,2,0,0
687,1,5,0
130,2,2,17
603,4,4,46
728,2,0,0
273,4,1,0
598,5,1,10
394,6,0,0
191,7,1,0
449,4,3,91
63,2,6,216
232,7,6,8
614,0,0,18
407,7,3,0
33,5,0,0
600,5,4,103
41,2,4,75
37,2,7,298
213,3,5,371
15,7,4,24
572,2,3,94
116,0,4,43
353,0,6,308
101,6,2,0
347,7,4,0
166,0,6,2154
410,6,0,0
387,5,6,18
367,2,7,7
52,4,6,0
584,6,5,0
312,5,3,16
396,3,1,0
348,2,1,0
133,1,4,39
620,2,4,75
146,2,1,0
472,7,6,21
560,2,4,0
586,5,1,0
158,3,3,41
666,4,7,337
273,0,5,9
555,2,0,0
221,2,5,0
429,4,3,87
530,6,0,0
36,2,4,149
418,5,4,0
646,3,7,116
52,6,1,0
228,2,0,0
340,2,2,27
232,6,3,0
398,6,1,0
370,7,3,0
664,1,0,0
112,5,2,0
163,6,6,14
640,5,1,0
639,7,7,11
360,0,0,0
634,0,2,0
498,3,6,159
236,6,5,21
392,4,4,0
619,3,2,0
106,7,4,0
96,0,3,79
286,6,6,14
579,5,4,0
48,5,4,15
144,5,1,0
590,2,3,115
22,7,1,0
707,3,0,0
650,3,0,0
541,7,4,0
466,4,0,0
390,3,6,41
292,6,5,34
16,0,5,191
241,4,4,58
501,3,3,50
111,1,0,0
303,5,6,6
76,5,7,0
253,2,2,62
66,6,6,15
533,3,1,9
459,3,4,77
247,7,2,0
364,4,3,46
648,4,0,12
569,3,4,168
121,0,2,24
581,0,4,27
682,5,0,0
721,7,7,23
307,1,1,19
185,3,1,4
141,2,3,74
303,4,2,0
173,5,6,0
277,3,2,9
684,6,1,0
588,3,4,54
230,6,7,8
372,7,1,0
627,2,0,0
17,1,5,276
505,5,7,76
655,5,0,0
151,0,3,0
4,7,6,30
31,3,4,0
605,4,2,11
655,1,0,0
141,5,6,163
362,6,7,11
251,3,6,31
162,0,5,238
658,2,6,12
372,3,7,17
31,6,5,0
648,7,2,114
384,0,2,41
334,5,3,0
270,6,5,9
676,1,7,128
710,1,7,22
348,6,2,0
130,0,6,59
469,4,1,8
622,3,4,36
530,4,3,71
257,4,7,27
436,5,0,0
632,2,3,0
159,7,4,7
545,0,2,104
553,6,5,26
332,1,5,103
270,5,7,0
154,5,7,153
247,0,3,0
560,6,7,0
15,1,0,0
387,1,2,48
401,3,2,18
76,4,7,10
395,4,6,7
84,1,4,117
599,5,7,115
467,0,6,0
411,5,4,43
327,3,0,0
545,0,5,71
295,5,1,0
368,6,7,0
252,2,3,44
624,3,7,164
118,0,3,46
238,5,4,13
346,1,5,6
133,1,3,331
149,1,5,0
34,7,0,0
122,5,7,4
552,7,6,26
529,1,7,40
682,6,5,66
586,1,0,0
615,4,4,11
72,1,2,10
67,7,7,64
178,6,1,0
141,6,6,7
473,5,5,61
484,3,4,59
451,2,6,25
638,0,0,0
367,5,6,0
514,3,7,0
636,3,3,30
626,4,0,0
631,2,4,37
430,1,7,132
395,6,7,11
490,7,2,0
194,0,2,12
180,5,1,0
607,0,5,11
388,5,4,30
656,2,1,0
214,7,6,5
359,6,7,33
29,4,2,20
624,0,2,108
217,3,5,50
444,7,2,0
135,4,4,48
162,5,4,37
206,5,4,8
565,1,4,68
638,2,5,60
650,1,5,102
646,6,0,0
171,6,0,0
134,2,5,111
332,4,7,57
186,1,6,7
297,4,2,0
587,5,1,0
455,6,1,0
166,2,3,128
400,4,0,0
36,6,6,3
204,1,6,25
429,1,5,87
573,3,7,74
658,2,1,0
140,7,7,7
682,7,2,0
486,6,1,0
60,6,1,0
522,0,2,91
559,5,0,0
28,1,5,6
18,7,4,0
323,6,5,16
404,1,4,119
403,6,2,41
517,7,0,0
357,4,1,10
118,3,6,54
598,2,1,34
29,7,7,0
404,3,5,190
346,1,4,17
437,4,1,25
725,6,0,0
18,2,6,1491
674,6,2,12
531,4,2,0
507,6,1,0
303,7,4,0
204,7,6,5
206,7,0,0
651,5,3,20
709,3,6,22
628,0,5,49
403,7,1,0
633,2,4,11
370,3,7,0
653,0,0,0
361,1,6,886
43,4,6,412
32,5,3,3
484,4,4,22
206,3,0,0
570,0,3,158
140,3,4,66
269,4,1,9
63,7,2,3
200,1,2,0
177,4,5,0
171,0,5,0
269,3,0,0
12,1,5,276
643,1,5,116
493,5,4,28
531,6,6,9
290,5,5,0
652,2,4,51
191,1,2,12
321,0,2,0
134,3,4,129
629,6,2,0
668,6,6,51
530,6,5,25
507,1,0,0
543,0,6,190
539,1,6,0
601,0,4,110
672,1,7,128
596,5,3,0
670,5,1,0
558,4,1,0
277,3,6,9
220,6,3,5
695,4,7,66
96,1,7,43
341,7,6,6
329,3,5,113
315,3,7,10
493,7,0,0
468,1,5,56
286,1,0,0
531,7,2,0
505,7,6,9
539,0,4,0
633,5,0,0
50,5,6,3
591,7,5,17
611,1,0,11
284,7,2,0
28,4,2,0
621,7,6,0
684,1,4,33
72,6,0,0
261,1,1,5
216,6,0,0
50,7,0,0
302,1,6,166
618,1,6,11
124,2,5,11
702,1,3,169
539,5,4,0
705,5,6,99
307,3,1,6
731,0,4,104
709,6,0,0
234,3,3,21
537,6,2,0
27,1,3,9
574,0,0,16
37,6,3,9
190,2,0,0
268,0,0,0
521,5,5,275
272,2,3,5
81,3,6,146
637,5,2,11
512,5,6,0
609,6,0,0
286,7,1,0
504,1,6,1027
271,5,2,0
138,1,0,0
692,7,0,0
372,3,5,17
351,2,7,146
263,2,0,0
430,5,6,294
423,2,0,0
618,0,0,0
341,3,2,10
106,4,1,0
683,5,7,12
187,5,4,27
510,1,3,76
726,1,3,930
396,4,7,41
40,5,6,252
533,0,0,9
335,4,2,0
208,4,7,48
252,5,2,0
209,6,5,73
55,7,0,0
190,6,1,0
519,0,6,219
711,7,1,0
593,3,4,203
674,2,4,119
498,1,4,72
649,7,1,0
704,7,5,22
395,7,3,0
268,2,3,9
511,3,1,0
310,2,4,89
391,7,7,0
650,7,2,0
259,7,6,0
494,1,4,72
681,4,6,0
51,1,2,3
281,2,4,14
166,0,4,322
355,6,6,10
487,7,2,0
434,2,0,8
157,7,2,0
698,0,3,91
640,6,3,0
533,2,5,31
128,7,5,4
258,5,4,44
701,0,2,99
281,2,2,14
43,4,2,0
391,3,0,0
405,2,3,215
439,3,5,40
380,7,2,22
623,3,5,156
427,2,3,94
83,1,7,399
484,2,3,95
399,5,7,101
173,0,7,0
267,0,7,47
221,0,2,13
337,2,0,0
160,4,5,91
419,4,5,0
6,1,2,0
67,2,6,2179
61,7,3,0
564,6,7,16
466,6,7,0
373,0,2,68
497,2,0,0
135,6,4,13
350,3,5,81
670,4,5,318
323,5,2,0
304,4,6,30
184,0,4,15
542,5,5,111
218,7,7,5
566,0,3,94
139,2,4,59
560,4,1,0
619,5,1,0
399,6,0,0
561,5,4,10
273,1,1,0
446,1,5,33
648,5,7,141
75,1,6,0
100,5,1,0
711,0,3,0
402,0,2,160
406,7,6,0
395,6,3,0
532,0,7,40
588,2,1,0
472,3,1,8
267,7,3,75
729,0,5,259
86,6,4,114
589,5,5,149
112,0,2,17
101,1,4,0
186,5,7,15
604,1,2,82
698,3,7,112
299,1,7,0
298,2,2,0
724,3,2,36
4,3,3,11
94,7,3,6
519,4,0,0
682,7,7,0
449,3,4,25
708,2,3,0
201,3,6,0
276,3,3,56
195,3,2,0
168,3,4,50
271,0,7,0
101,2,5,6
452,2,6,40
154,7,5,7
223,7,0,0
77,4,5,4
19,5,5,194
278,3,3,23
228,0,0,0
218,3,4,8
162,5,3,4
230,5,0,0
171,3,7,0
397,3,5,71
62,2,1,3
449,5,2,8
352,0,3,102
294,2,1,0
82,0,7,154
237,7,6,13
494,6,1,0
692,3,0,0
22,4,4,36
247,1,3,0
444,5,3,0
343,7,4,0
180,1,7,7
264,1,5,117
639,7,5,19
166,6,0,0
515,3,0,0
386,5,7,18
480,3,1,22
729,7,4,118
170,2,1,0
26,5,0,0
294,3,0,0
378,1,6,181
685,7,1,0
501,3,1,22
444,1,2,13
60,5,6,19
173,6,7,0
215,7,4,5
585,7,5,0
9,2,6,172
458,3,6,96
699,1,7,212
142,0,2,31
316,4,6,16
518,1,1,0
8,0,5,24
598,5,3,17
156,2,3,169
660,7,2,0
547,1,5,169
444,5,4,0
481,7,6,8
53,0,0,0
247,2,1,0
72,4,1,10
158,2,5,106
348,2,6,10
79,7,6,0
282,0,2,29
477,2,1,0
308,0,5,83
210,4,6,287
657,3,5,12
36,2,5,178
444,3,7,25
687,2,1,0
697,6,5,13
620,4,0,0
79,1,3,0
562,3,1,0
486,7,3,0
246,0,5,0
144,0,3,37
247,5,6,0
94,5,5,85
319,6,3,6
119,6,2,0
355,4,0,0
263,3,5,84
583,3,4,0
681,4,0,0
571,6,0,0
168,5,4,27
400,5,5,66
349,0,0,6
589,1,4,44
602,7,7,0
155,0,1,11
535,2,4,0
685,5,3,0
721,2,5,309
538,1,1,0
295,7,1,0
680,4,5,0
649,3,7,63
723,1,6,1983
262,4,2,0
575,7,1,0
560,1,2,0
242,4,3,44
535,7,2,0
16,4,1,17
690,0,6,0
404,4,6,142
145,7,0,0
79,0,0,0
594,1,5,142
42,3,1,14
25,0,0,3
122,4,2,0
370,5,7,0
452,0,4,91
156,5,0,0
245,7,3,5
336,1,4,206
627,3,7,67
570,2,1,26
393,2,6,0
30,6,3,0
192,3,7,20
267,1,2,18
338,7,6,10
607,3,6,57
64,2,1,3
353,7,5,6
397,0,4,48
528,5,0,0
147,0,7,4
110,2,6,54
622,0,6,82
82,7,6,12
595,3,3,105
467,1,0,0
452,7,1,0
662,5,5,153
284,2,3,38
507,6,7,15
188,2,6,53
548,2,7,65
688,1,6,66
5,0,6,0
363,7,6,17
545,3,2,40
411,3,6,180
176,3,7,4
499,7,2,0
367,6,3,7
470,6,4,0
697,0,2,78
373,6,1,0
730,1,0,14
563,6,7,0
204,0,5,28
85,3,0,12
401,3,3,41
615,2,1,0
450,6,5,8
293,4,5,43
540,7,0,0
530,5,7,15
188,4,0,0
333,2,0,0
277,0,3,41
308,4,0,0
373,3,0,0
64,4,6,292
662,6,3,0
339,0,7,75
412,4,3,51
223,3,3,0
612,0,4,0
714,6,6,13
191,4,3,34
93,4,4,53
412,3,3,12
600,7,3,0
177,7,4,15
194,7,4,0
14,2,4,55
21,5,1,3
185,7,7,0
295,7,6,0
725,5,3,23
196,0,4,5
108,7,1,0
110,6,2,0
626,6,5,49
196,1,6,5
444,2,7,13
631,3,2,0
133,5,0,0
85,3,3,95
630,5,6,60
409,2,2,55
321,6,1,0
384,6,4,18
210,0,4,36
507,6,5,76
527,6,1,0
60,4,6,36
377,5,5,142
293,7,3,0
567,5,3,16
448,7,4,13
117,5,3,4
406,0,2,78
25,5,7,6
40,0,5,138
273,4,3,29
305,3,4,55
637,5,5,37
89,3,2,16
153,5,2,7
72,3,3,22
252,4,6,31
327,6,3,10
627,5,5,37
328,5,3,0
16,0,1,19
59,2,5,186
502,5,7,276
158,4,7,212
439,4,5,13
598,7,2,0
525,5,2,0
23,1,7,22
426,0,1,12
134,2,3,91
162,4,3,14
701,2,0,0
417,1,5,0
337,0,6,237
253,7,3,0
484,2,4,28
267,1,6,18
9,3,3,145
345,5,0,0
187,7,1,0
241,2,2,36
504,0,0,9
417,4,1,0
446,0,7,13
229,3,3,5
4,3,6,0
124,0,5,0
461,1,0,0
625,2,1,0
410,4,2,0
605,2,7,92
81,7,6,10
563,0,3,0
295,7,5,6
576,0,2,71
317,7,3,0
55,5,5,9
167,5,7,4
464,6,5,0
4,2,0,0
522,3,5,252
195,3,5,16
711,4,4,0
547,4,4,40
239,3,6,21
268,3,0,0
702,7,4,0
257,7,3,5
720,6,0,0
74,0,4,16
472,7,7,0
81,1,3,91
142,3,4,70
524,0,0,9
414,6,2,0
617,7,0,0
634,6,5,19
218,1,5,29
134,1,3,185
144,0,1,0
633,5,2,0
136,1,6,168
490,2,7,0
489,0,6,0
594,6,1,0
225,3,2,5
449,2,0,0
622,7,6,18
129,5,2,0
342,5,3,0
216,5,2,0
428,2,5,144
671,6,6,39
100,3,6,0
52,5,6,3
316,3,5,97
57,1,4,252
128,2,6,17
248,1,2,0
37,6,5,6
294,4,0,30
321,7,0,0
176,7,7,0
27,6,6,3
297,3,3,9
704,5,3,35
665,6,7,39
98,2,0,4
28,4,7,0
482,0,7,117
607,3,7,18
700,7,6,13
254,7,6,5
659,4,0,0
215,5,3,12
294,3,7,9
419,5,5,12
351,1,3,216
439,0,2,13
719,6,7,35
558,1,1,0
359,6,1,0
677,7,4,0
315,3,6,113
661,3,7,82
321,2,1,0
317,1,5,32
473,1,6,151
127,2,6,0
20,1,7,557
336,1,2,44
677,7,6,33
204,5,6,214
69,1,2,36
335,0,4,139
377,3,1,11
578,0,3,149
9,1,2,218
702,2,5,618
468,3,2,13
36,7,1,0
418,7,1,0
8,0,1,3
0,6,4,0
111,5,1,0
206,1,0,0
74,1,0,0
558,3,4,42
409,6,7,19
344,0,5,0
374,0,7,103
617,1,4,36
485,3,7,8
626,2,7,127
242,4,2,9
289,5,1,0
77,4,2,4
358,0,2,48
385,6,6,0
164,7,3,4
165,0,7,761
186,7,4,0
575,3,1,16
278,5,1,0
604,0,7,103
227,0,6,0
368,7,7,0
456,6,7,69
546,0,1,31
195,7,5,5
323,7,7,0
555,1,4,32
385,5,3,7
107,7,4,0
183,0,0,7
366,6,1,0
206,1,7,40
477,5,5,249
206,3,6,88
220,7,1,0
632,2,5,37
283,2,1,14
283,5,0,0
281,5,4,23
691,4,2,0
525,2,7,129
427,7,7,19
421,5,7,39
445,3,5,25
380,6,4,0
186,4,0,0
672,2,6,1058
239,2,5,55
323,5,7,0
262,1,4,58
395,3,1,11
700,6,3,22
53,7,4,0
159,1,0,7
434,1,5,131
624,2,3,134
559,7,2,0
296,4,7,0
570,4,2,0
711,7,6,13
505,4,5,167
182,2,7,24
502,6,3,0
126,6,0,0
582,0,4,10
293,3,5,64
128,3,3,251
232,6,5,5
113,0,2,29
209,3,3,93
730,2,0,0
604,0,3,103
452,6,6,25
407,7,5,18
161,7,5,7
197,1,1,0
258,7,0,0
559,4,5,16
611,6,2,0
279,7,2,0
273,3,3,23
33,4,4,298
656,7,0,0
344,2,0,0
644,5,3,19
108,3,3,4
594,7,4,0
51,6,0,0
542,1,3,120
601,5,0,0
645,1,6,67
355,0,4,75
306,3,4,74
271,2,1,0
307,7,0,0
301,1,2,92
622,0,1,18
417,4,6,0
319,6,7,0
236,5,6,5
215,2,6,68
537,0,0,0
650,7,6,12
31,4,4,9
0,1,3,19
348,1,7,27
665,4,6,141
44,0,5,622
636,5,5,11
695,2,3,148
470,1,3,125
416,7,7,0
216,6,4,8
351,6,4,6
659,3,0,0
408,2,6,1083
13,0,6,85
436,2,0,0
54,5,7,0
508,3,6,91
612,6,7,18
428,6,2,0
178,6,0,0
204,3,4,101
47,4,1,23
136,2,3,42
115,5,3,6
137,3,4,83
472,2,2,21
513,2,2,9
64,0,4,207
577,0,0,61
640,3,6,49
604,5,4,18
711,1,6,0
386,6,1,0
54,2,0,0
87,7,2,0
127,7,1,0
573,4,3,100
295,4,7,6
102,6,3,0
626,2,3,127
668,1,0,0
281,1,7,18
316,5,6,42
168,4,3,43
253,6,6,14
707,6,5,78
221,6,3,0
66,1,3,207
467,3,7,0
166,5,6,128
378,7,2,0
45,3,4,23
388,5,7,11
705,4,0,0
665,1,2,318
546,3,4,104
482,3,3,50
722,6,5,59
343,3,1,0
